期号,日期,开奖号码
09319,2009-11-22,"['5', '3', '1']"
09318,2009-11-21,"['8', '2', '7']"
09317,2009-11-20,"['2', '9', '4']"
09316,2009-11-19,"['4', '8', '9']"
09315,2009-11-18,"['0', '5', '9']"
09314,2009-11-17,"['8', '8', '0']"
09313,2009-11-16,"['9', '3', '1']"
09312,2009-11-15,"['3', '3', '2']"
09311,2009-11-14,"['1', '9', '9']"
09310,2009-11-13,"['4', '7', '7']"
09309,2009-11-12,"['5', '9', '5']"
09308,2009-11-11,"['1', '0', '8']"
09307,2009-11-10,"['3', '9', '4']"
09306,2009-11-09,"['5', '4', '7']"
09305,2009-11-08,"['4', '8', '7']"
09304,2009-11-07,"['5', '2', '6']"
09303,2009-11-06,"['7', '3', '9']"
09302,2009-11-05,"['6', '1', '7']"
09301,2009-11-04,"['2', '2', '4']"
09300,2009-11-03,"['7', '5', '4']"
09299,2009-11-02,"['5', '3', '5']"
09298,2009-11-01,"['5', '6', '6']"
09297,2009-10-31,"['2', '3', '0']"
09296,2009-10-30,"['6', '4', '6']"
09295,2009-10-29,"['8', '0', '0']"
09294,2009-10-28,"['2', '7', '8']"
09293,2009-10-27,"['9', '0', '6']"
09292,2009-10-26,"['9', '6', '6']"
09291,2009-10-25,"['8', '3', '0']"
09290,2009-10-24,"['1', '3', '9']"
09289,2009-10-23,"['7', '3', '9']"
09288,2009-10-22,"['2', '0', '1']"
09287,2009-10-21,"['9', '7', '1']"
09286,2009-10-20,"['1', '8', '4']"
09285,2009-10-19,"['3', '6', '3']"
09284,2009-10-18,"['4', '8', '8']"
09283,2009-10-17,"['5', '6', '2']"
09282,2009-10-16,"['2', '4', '1']"
09281,2009-10-15,"['8', '1', '9']"
09280,2009-10-14,"['4', '0', '4']"
09279,2009-10-13,"['6', '3', '1']"
09278,2009-10-12,"['0', '8', '9']"
09277,2009-10-11,"['1', '7', '6']"
09276,2009-10-10,"['5', '2', '1']"
09275,2009-10-09,"['7', '3', '2']"
09274,2009-10-08,"['0', '7', '2']"
09273,2009-10-07,"['3', '2', '9']"
09272,2009-10-06,"['6', '3', '1']"
09271,2009-10-05,"['6', '9', '8']"
09270,2009-10-04,"['4', '7', '5']"
09269,2009-10-03,"['6', '4', '2']"
09268,2019-10-08,"['0', '7', '3']"
09267,2009-10-01,"['5', '4', '5']"
09266,2009-09-30,"['0', '8', '9']"
09265,2009-09-29,"['7', '7', '9']"
09264,2009-09-28,"['3', '3', '2']"
09263,2009-09-27,"['0', '5', '0']"
09262,2009-09-26,"['5', '2', '1']"
09261,2009-09-25,"['8', '0', '8']"
09260,2009-09-24,"['8', '6', '1']"
09259,2009-09-23,"['5', '4', '4']"
09258,2009-09-22,"['2', '0', '6']"
09257,2009-09-21,"['9', '0', '5']"
09256,2009-09-20,"['8', '7', '7']"
09255,2009-09-19,"['3', '1', '6']"
09254,2009-09-18,"['3', '1', '9']"
09253,2009-09-17,"['0', '9', '8']"
09252,2009-09-16,"['9', '9', '0']"
09251,2009-09-15,"['4', '1', '9']"
09250,2009-09-14,"['3', '6', '2']"
09249,2009-09-13,"['8', '9', '4']"
09248,2009-09-12,"['2', '0', '4']"
09247,2009-09-11,"['1', '5', '9']"
09246,2009-09-10,"['2', '2', '0']"
09245,2009-09-09,"['1', '5', '3']"
09244,2009-09-08,"['6', '4', '7']"
09243,2009-09-07,"['9', '0', '3']"
09242,2009-09-06,"['8', '8', '4']"
09241,2009-09-05,"['9', '8', '2']"
09240,2009-09-04,"['3', '7', '8']"
09239,2009-09-03,"['7', '6', '5']"
09238,2009-09-02,"['3', '6', '2']"
09237,2009-09-01,"['4', '8', '9']"
09236,2009-08-31,"['4', '5', '1']"
09235,2009-08-30,"['7', '0', '8']"
09234,2009-08-29,"['7', '3', '4']"
09233,2009-08-28,"['7', '3', '8']"
09232,2009-08-27,"['5', '4', '8']"
09231,2009-08-26,"['9', '4', '7']"
09230,2009-08-25,"['3', '2', '3']"
09229,2009-08-24,"['9', '1', '3']"
09228,2009-08-23,"['6', '0', '8']"
09227,2009-08-22,"['0', '8', '7']"
09226,2009-08-21,"['4', '6', '8']"
09225,2009-08-20,"['4', '4', '7']"
09224,2009-08-19,"['9', '6', '7']"
09223,2009-08-18,"['2', '0', '2']"
09222,2009-08-17,"['5', '5', '7']"
09221,2009-08-16,"['8', '2', '2']"
09220,2009-08-15,"['4', '1', '6']"
09219,2009-08-14,"['5', '3', '4']"
09218,2009-08-13,"['8', '4', '8']"
09217,2009-08-12,"['9', '9', '0']"
09216,2009-08-11,"['1', '8', '3']"
09215,2009-08-10,"['8', '7', '3']"
09214,2009-08-09,"['5', '0', '2']"
09213,2009-08-08,"['6', '4', '1']"
09212,2009-08-07,"['4', '8', '2']"
09211,2009-08-06,"['4', '1', '5']"
09210,2009-08-05,"['0', '1', '3']"
09209,2009-08-04,"['3', '7', '6']"
09208,2009-08-03,"['2', '5', '6']"
09207,2009-08-02,"['5', '5', '0']"
09206,2009-08-01,"['3', '6', '0']"
09205,2009-07-31,"['5', '8', '3']"
09204,2009-07-30,"['1', '2', '9']"
09203,2009-07-29,"['3', '0', '6']"
09202,2009-07-28,"['2', '0', '4']"
09201,2009-07-27,"['0', '1', '5']"
09200,2009-07-26,"['7', '1', '1']"
09199,2009-07-25,"['3', '7', '2']"
09198,2009-07-24,"['3', '5', '1']"
09197,2009-07-23,"['9', '4', '1']"
09196,2009-07-22,"['4', '3', '9']"
09195,2009-07-21,"['1', '4', '7']"
09194,2009-07-20,"['5', '6', '1']"
09193,2009-07-19,"['4', '2', '7']"
09192,2009-07-18,"['9', '3', '7']"
09191,2009-07-17,"['3', '2', '0']"
09190,2009-07-16,"['4', '5', '1']"
09189,2009-07-15,"['5', '7', '4']"
09188,2009-07-14,"['8', '5', '3']"
09187,2009-07-13,"['6', '2', '8']"
09186,2009-07-12,"['7', '6', '7']"
09185,2009-07-11,"['9', '0', '6']"
09184,2009-07-10,"['9', '0', '5']"
09183,2009-07-09,"['7', '5', '9']"
09182,2009-07-08,"['8', '9', '8']"
09181,2009-07-07,"['0', '6', '9']"
09180,2009-07-06,"['9', '0', '6']"
09179,2009-07-05,"['6', '3', '4']"
09178,2009-07-04,"['9', '9', '3']"
09177,2009-07-03,"['2', '2', '0']"
09176,2009-07-02,"['5', '1', '2']"
09175,2009-07-01,"['2', '0', '0']"
09174,2009-06-30,"['6', '8', '5']"
09173,2009-06-29,"['8', '1', '8']"
09172,2009-06-28,"['9', '4', '0']"
09171,2009-06-27,"['8', '1', '4']"
09170,2009-06-26,"['5', '4', '5']"
09169,2009-06-25,"['3', '7', '5']"
09168,2009-06-24,"['1', '0', '8']"
09167,2009-06-23,"['5', '2', '6']"
09166,2009-06-22,"['9', '3', '2']"
09165,2009-06-21,"['1', '6', '8']"
09164,2009-06-20,"['5', '5', '2']"
09163,2009-06-19,"['1', '2', '0']"
09162,2009-06-18,"['6', '7', '4']"
09161,2009-06-17,"['1', '8', '6']"
09160,2009-06-16,"['6', '2', '2']"
09159,2009-06-15,"['3', '8', '0']"
09158,2009-06-14,"['1', '4', '8']"
09157,2009-06-13,"['0', '6', '0']"
09156,2009-06-12,"['9', '0', '6']"
09155,2009-06-11,"['2', '0', '6']"
09154,2009-06-10,"['3', '2', '5']"
09153,2009-06-09,"['6', '9', '8']"
09152,2009-06-08,"['6', '3', '8']"
09151,2009-06-07,"['4', '9', '6']"
09150,2009-06-06,"['0', '0', '4']"
09149,2009-06-05,"['6', '2', '3']"
09148,2009-06-04,"['3', '4', '1']"
09147,2009-06-03,"['7', '4', '1']"
09146,2009-06-02,"['1', '8', '3']"
09145,2009-06-01,"['1', '8', '0']"
09144,2009-05-31,"['9', '7', '3']"
09143,2009-05-30,"['6', '1', '6']"
09142,2009-05-29,"['1', '4', '7']"
09141,2009-05-28,"['6', '0', '6']"
09140,2009-05-27,"['2', '8', '1']"
09139,2009-05-26,"['4', '2', '9']"
09138,2009-05-25,"['6', '3', '3']"
09137,2009-05-24,"['3', '1', '7']"
09136,2009-05-23,"['7', '8', '5']"
09135,2009-05-22,"['2', '0', '5']"
09134,2009-05-21,"['4', '4', '0']"
09133,2009-05-20,"['7', '5', '0']"
09132,2009-05-19,"['9', '9', '0']"
09131,2009-05-18,"['7', '5', '7']"
09130,2009-05-17,"['0', '6', '2']"
09129,2009-05-16,"['7', '1', '7']"
09128,2009-05-15,"['5', '1', '5']"
09127,2009-05-14,"['9', '9', '8']"
09126,2009-05-13,"['3', '0', '6']"
09125,2009-05-12,"['6', '3', '1']"
09124,2009-05-11,"['9', '4', '5']"
09123,2009-05-10,"['0', '7', '9']"
09122,2009-05-09,"['3', '5', '5']"
09121,2009-05-08,"['8', '8', '0']"
09120,2009-05-07,"['1', '0', '7']"
09119,2009-05-06,"['9', '6', '1']"
09118,2009-05-05,"['7', '6', '3']"
09117,2009-05-04,"['1', '9', '8']"
09116,2009-05-03,"['3', '3', '0']"
09115,2009-05-02,"['7', '9', '2']"
09114,2009-05-01,"['3', '0', '1']"
09113,2009-04-30,"['1', '7', '4']"
09112,2009-04-29,"['4', '2', '2']"
09111,2009-04-28,"['6', '7', '2']"
09110,2009-04-27,"['9', '4', '4']"
09109,2009-04-26,"['2', '4', '0']"
09108,2009-04-25,"['4', '0', '8']"
09107,2009-04-24,"['0', '4', '6']"
09106,2009-04-23,"['2', '0', '3']"
09105,2009-04-22,"['9', '5', '6']"
09104,2009-04-21,"['4', '7', '3']"
09103,2009-04-20,"['3', '9', '3']"
09102,2009-04-19,"['8', '9', '2']"
09101,2009-04-18,"['3', '7', '0']"
09100,2009-04-17,"['3', '3', '5']"
09099,2009-04-16,"['7', '6', '2']"
09098,2009-04-15,"['8', '6', '7']"
09097,2009-04-14,"['5', '9', '1']"
09096,2009-04-13,"['3', '5', '1']"
09095,2009-04-12,"['3', '0', '1']"
09094,2009-04-11,"['7', '9', '9']"
09093,2009-04-10,"['8', '8', '0']"
09092,2009-04-09,"['9', '2', '0']"
09091,2009-04-08,"['6', '1', '2']"
09090,2009-04-07,"['2', '1', '4']"
09089,2009-04-06,"['7', '8', '4']"
09088,2009-04-05,"['8', '0', '9']"
09087,2009-04-04,"['5', '0', '0']"
09086,2009-04-03,"['8', '0', '6']"
09085,2009-04-02,"['1', '9', '8']"
09084,2009-04-01,"['5', '7', '8']"
09083,2009-03-31,"['5', '0', '9']"
09082,2009-03-30,"['0', '3', '8']"
09081,2009-03-29,"['2', '8', '3']"
09080,2009-03-28,"['7', '9', '9']"
09079,2009-03-27,"['3', '2', '8']"
09078,2009-03-26,"['4', '9', '3']"
09077,2009-03-25,"['8', '5', '6']"
09076,2009-03-24,"['3', '7', '6']"
09075,2009-03-23,"['5', '2', '8']"
09074,2009-03-22,"['1', '6', '1']"
09073,2009-03-21,"['5', '4', '7']"
09072,2009-03-20,"['4', '7', '9']"
09071,2009-03-19,"['5', '0', '2']"
09070,2009-03-18,"['8', '4', '3']"
09069,2009-03-17,"['3', '2', '0']"
09068,2009-03-16,"['4', '1', '5']"
09067,2009-03-15,"['6', '9', '0']"
09066,2009-03-14,"['4', '7', '1']"
09065,2009-03-13,"['4', '5', '5']"
09064,2009-03-12,"['4', '6', '6']"
09063,2009-03-11,"['1', '5', '9']"
09062,2009-03-10,"['6', '7', '5']"
09061,2009-03-09,"['8', '0', '4']"
09060,2009-03-08,"['4', '1', '1']"
09059,2009-03-07,"['2', '1', '0']"
09058,2009-03-06,"['4', '3', '7']"
09057,2009-03-05,"['3', '8', '1']"
09056,2009-03-04,"['7', '9', '7']"
09055,2009-03-03,"['0', '4', '5']"
09054,2009-03-02,"['5', '4', '9']"
09053,2009-03-01,"['6', '2', '2']"
09052,2009-02-28,"['9', '2', '6']"
09051,2009-02-27,"['1', '0', '8']"
09050,2009-02-26,"['6', '9', '8']"
09049,2009-02-25,"['3', '7', '3']"
09048,2009-02-24,"['1', '3', '6']"
09047,2009-02-23,"['7', '1', '3']"
09046,2009-02-22,"['8', '0', '2']"
09045,2009-02-21,"['7', '7', '4']"
09044,2009-02-20,"['7', '3', '3']"
09043,2009-02-19,"['6', '2', '6']"
09042,2009-02-18,"['3', '1', '3']"
09041,2009-02-17,"['6', '7', '9']"
09040,2009-02-16,"['7', '3', '6']"
09039,2009-02-15,"['8', '4', '5']"
09038,2009-02-14,"['6', '3', '5']"
09037,2009-02-13,"['9', '0', '4']"
09036,2009-02-12,"['0', '3', '2']"
09035,2009-02-11,"['8', '1', '4']"
09034,2009-02-10,"['2', '3', '5']"
09033,2009-02-09,"['4', '7', '2']"
09032,2009-02-08,"['9', '8', '1']"
09031,2009-02-07,"['5', '4', '3']"
09030,2009-02-06,"['1', '0', '3']"
09029,2009-02-05,"['4', '7', '0']"
09028,2009-02-04,"['3', '3', '5']"
09027,2009-02-03,"['5', '8', '5']"
09026,2009-02-02,"['6', '6', '9']"
09025,2009-02-01,"['2', '7', '8']"
09024,2009-01-24,"['5', '1', '8']"
09023,2009-01-23,"['6', '6', '2']"
09022,2009-01-22,"['9', '1', '4']"
09021,2009-01-21,"['7', '0', '0']"
09020,2009-01-20,"['4', '6', '1']"
09019,2009-01-19,"['8', '3', '0']"
09018,2009-01-18,"['8', '8', '6']"
09017,2009-01-17,"['3', '5', '5']"
09016,2009-01-16,"['9', '7', '7']"
09015,2009-01-15,"['2', '7', '1']"
09014,2009-01-14,"['2', '9', '9']"
09013,2009-01-13,"['5', '5', '1']"
09012,2009-01-12,"['9', '6', '1']"
09011,2009-01-11,"['6', '5', '6']"
09010,2009-01-10,"['8', '6', '2']"
09009,2009-01-09,"['6', '6', '9']"
09008,2009-01-08,"['2', '4', '3']"
09007,2009-01-07,"['3', '4', '1']"
09006,2009-01-06,"['6', '5', '9']"
09005,2009-01-05,"['5', '2', '1']"
09004,2009-01-04,"['5', '0', '2']"
09003,2009-01-03,"['4', '8', '8']"
09002,2009-01-02,"['6', '1', '4']"
09001,2009-01-01,"['3', '2', '5']"
08359,2008-12-31,"['2', '1', '0']"
08358,2008-12-30,"['6', '9', '4']"
08357,2008-12-29,"['2', '8', '3']"
08356,2008-12-28,"['7', '1', '5']"
08355,2008-12-27,"['4', '8', '7']"
08354,2008-12-26,"['4', '7', '4']"
08353,2008-12-25,"['3', '7', '5']"
08352,2008-12-24,"['5', '7', '5']"
08351,2008-12-23,"['1', '6', '3']"
08350,2008-12-22,"['5', '5', '9']"
08349,2008-12-21,"['0', '8', '3']"
08348,2008-12-20,"['4', '1', '3']"
08347,2008-12-19,"['7', '9', '0']"
08346,2008-12-18,"['5', '5', '9']"
08345,2008-12-17,"['9', '2', '3']"
08344,2008-12-16,"['0', '7', '0']"
08343,2008-12-15,"['6', '1', '4']"
08342,2008-12-14,"['0', '0', '1']"
08341,2008-12-13,"['3', '5', '1']"
08340,2008-12-12,"['5', '6', '8']"
08339,2008-12-11,"['4', '5', '2']"
08338,2008-12-10,"['9', '9', '9']"
08337,2008-12-09,"['0', '1', '7']"
08336,2008-12-08,"['2', '9', '8']"
08335,2008-12-07,"['6', '2', '8']"
08334,2008-12-06,"['0', '7', '8']"
08333,2008-12-05,"['8', '8', '5']"
08332,2008-12-04,"['9', '0', '0']"
08331,2008-12-03,"['3', '7', '6']"
08330,2008-12-02,"['1', '7', '8']"
08329,2008-12-01,"['4', '2', '2']"
08328,2008-11-30,"['2', '0', '5']"
08327,2008-11-29,"['5', '5', '3']"
08326,2008-11-28,"['8', '0', '7']"
08325,2008-11-27,"['0', '8', '7']"
08324,2008-11-26,"['5', '4', '9']"
08323,2008-11-25,"['4', '6', '1']"
08322,2008-11-24,"['2', '3', '5']"
08321,2008-11-23,"['9', '9', '1']"
08320,2008-11-22,"['7', '4', '3']"
08319,2008-11-21,"['8', '8', '1']"
08318,2008-11-20,"['8', '0', '3']"
08317,2008-11-19,"['3', '8', '1']"
08316,2008-11-18,"['8', '4', '5']"
08315,2008-11-17,"['8', '8', '7']"
08314,2008-11-16,"['4', '4', '7']"
08313,2008-11-15,"['9', '7', '1']"
08312,2008-11-14,"['6', '3', '6']"
08311,2008-11-13,"['0', '7', '1']"
08310,2008-11-12,"['7', '9', '3']"
08309,2008-11-11,"['2', '5', '0']"
08308,2008-11-10,"['7', '4', '6']"
08307,2008-11-09,"['4', '5', '3']"
08306,2008-11-08,"['4', '8', '9']"
08305,2008-11-07,"['0', '1', '0']"
08304,2008-11-06,"['9', '7', '6']"
08303,2008-11-05,"['3', '9', '3']"
08302,2008-11-04,"['9', '0', '7']"
08301,2008-11-03,"['0', '2', '0']"
08300,2008-11-02,"['6', '8', '8']"
08299,2008-11-01,"['0', '7', '8']"
08298,2008-10-31,"['7', '2', '6']"
08297,2008-10-30,"['9', '4', '1']"
08296,2008-10-29,"['7', '6', '6']"
08295,2008-10-28,"['9', '4', '4']"
08294,2008-10-27,"['0', '9', '7']"
08293,2008-10-26,"['0', '9', '9']"
08292,2008-10-25,"['8', '4', '5']"
08291,2008-10-24,"['4', '9', '7']"
08290,2008-10-23,"['3', '3', '6']"
08289,2008-10-22,"['1', '4', '1']"
08288,2008-10-21,"['4', '3', '2']"
08287,2008-10-20,"['6', '7', '1']"
08286,2008-10-19,"['5', '1', '9']"
08285,2008-10-18,"['3', '4', '3']"
08284,2008-10-17,"['8', '5', '4']"
08283,2008-10-16,"['8', '0', '6']"
08282,2008-10-15,"['1', '5', '0']"
08281,2008-10-14,"['2', '1', '2']"
08280,2008-10-13,"['6', '5', '9']"
08279,2008-10-12,"['8', '9', '4']"
08278,2008-10-11,"['7', '9', '3']"
08277,2008-10-10,"['6', '2', '1']"
08276,2008-10-09,"['0', '2', '7']"
08275,2008-10-08,"['1', '2', '2']"
08274,2008-10-07,"['0', '2', '7']"
08273,2008-10-06,"['0', '7', '7']"
08272,2008-10-05,"['9', '3', '9']"
08271,2008-10-04,"['3', '5', '0']"
08270,2008-10-03,"['0', '4', '4']"
08269,2008-10-02,"['1', '1', '9']"
08268,2008-10-01,"['5', '9', '5']"
08267,2008-09-30,"['8', '5', '1']"
08266,2008-09-29,"['9', '3', '7']"
08265,2008-09-28,"['7', '2', '8']"
08264,2008-09-27,"['5', '3', '3']"
08263,2008-09-26,"['0', '4', '0']"
08262,2008-09-25,"['5', '8', '9']"
08261,2008-09-24,"['0', '1', '0']"
08260,2008-09-23,"['2', '7', '6']"
08259,2008-09-22,"['5', '8', '5']"
08258,2008-09-21,"['8', '2', '6']"
08257,2008-09-20,"['7', '5', '7']"
08256,2008-09-19,"['9', '2', '5']"
08255,2008-09-18,"['4', '7', '8']"
08254,2008-09-17,"['4', '3', '0']"
08253,2008-09-16,"['2', '0', '5']"
08252,2008-09-15,"['5', '1', '8']"
08251,2008-09-14,"['5', '9', '6']"
08250,2008-09-13,"['1', '8', '0']"
08249,2008-09-12,"['1', '5', '7']"
08248,2008-09-11,"['2', '5', '1']"
08247,2008-09-10,"['3', '6', '0']"
08246,2008-09-09,"['7', '1', '6']"
08245,2008-09-08,"['7', '7', '0']"
08244,2008-09-07,"['2', '1', '3']"
08243,2008-09-06,"['9', '3', '9']"
08242,2008-09-05,"['3', '8', '4']"
08241,2008-09-04,"['5', '6', '9']"
08240,2008-09-03,"['3', '0', '0']"
08239,2008-09-02,"['4', '4', '3']"
08238,2008-09-01,"['2', '5', '9']"
08237,2008-08-31,"['1', '1', '4']"
08236,2008-08-30,"['7', '9', '6']"
08235,2008-08-29,"['3', '7', '2']"
08234,2008-08-28,"['8', '0', '0']"
08233,2008-08-27,"['0', '2', '6']"
08232,2008-08-26,"['8', '4', '0']"
08231,2008-08-25,"['6', '3', '5']"
08230,2008-08-24,"['6', '3', '2']"
08229,2008-08-23,"['1', '9', '4']"
08228,2008-08-22,"['7', '5', '9']"
08227,2008-08-21,"['5', '8', '7']"
08226,2008-08-20,"['9', '8', '2']"
08225,2008-08-19,"['3', '5', '4']"
08224,2008-08-18,"['6', '3', '2']"
08223,2008-08-17,"['9', '9', '6']"
08222,2008-08-16,"['1', '0', '8']"
08221,2008-08-15,"['3', '9', '8']"
08220,2008-08-14,"['4', '8', '4']"
08219,2008-08-13,"['4', '9', '2']"
08218,2008-08-12,"['1', '6', '1']"
08217,2008-08-11,"['0', '5', '4']"
08216,2008-08-10,"['9', '3', '8']"
08215,2008-08-09,"['7', '3', '5']"
08214,2008-08-08,"['1', '4', '4']"
08213,2008-08-07,"['8', '6', '0']"
08212,2008-08-06,"['8', '9', '4']"
08211,2008-08-05,"['1', '9', '4']"
08210,2008-08-04,"['0', '0', '3']"
08209,2008-08-03,"['6', '1', '9']"
08208,2008-08-02,"['3', '5', '6']"
08207,2008-08-01,"['0', '6', '0']"
08206,2008-07-31,"['4', '8', '0']"
08205,2008-07-30,"['0', '5', '6']"
08204,2008-07-29,"['6', '7', '6']"
08203,2008-07-28,"['7', '9', '9']"
08202,2008-07-27,"['1', '9', '8']"
08201,2008-07-26,"['7', '4', '3']"
08200,2008-07-25,"['2', '0', '4']"
08199,2008-07-24,"['4', '8', '1']"
08198,2008-07-23,"['0', '6', '8']"
08197,2008-07-22,"['3', '5', '7']"
08196,2008-07-21,"['8', '6', '1']"
08195,2008-07-20,"['2', '8', '2']"
08194,2008-07-19,"['3', '1', '2']"
08193,2008-07-18,"['6', '0', '8']"
08192,2008-07-17,"['8', '6', '7']"
08191,2008-07-16,"['1', '3', '4']"
08190,2008-07-15,"['8', '6', '2']"
08189,2008-07-14,"['0', '8', '5']"
08188,2008-07-13,"['5', '9', '5']"
08187,2008-07-12,"['9', '0', '5']"
08186,2008-07-11,"['8', '7', '6']"
08185,2008-07-10,"['0', '6', '4']"
08184,2008-07-09,"['8', '4', '0']"
08183,2008-07-08,"['3', '6', '9']"
08182,2008-07-07,"['0', '8', '2']"
08181,2008-07-06,"['3', '9', '3']"
08180,2008-07-05,"['4', '1', '1']"
08179,2008-07-04,"['1', '2', '2']"
08178,2008-07-03,"['3', '4', '4']"
08177,2008-07-02,"['1', '0', '4']"
08176,2008-07-01,"['5', '4', '2']"
08175,2008-06-30,"['5', '1', '6']"
08174,2008-06-29,"['8', '8', '7']"
08173,2008-06-28,"['6', '1', '5']"
08172,2008-06-27,"['3', '8', '2']"
08171,2008-06-26,"['7', '3', '2']"
08170,2008-06-25,"['4', '4', '2']"
08169,2008-06-24,"['9', '9', '7']"
08168,2008-06-23,"['6', '3', '4']"
08167,2008-06-22,"['4', '6', '2']"
08166,2008-06-21,"['8', '8', '0']"
08165,2008-06-20,"['2', '3', '0']"
08164,2008-06-19,"['1', '8', '2']"
08163,2008-06-18,"['3', '0', '7']"
08162,2008-06-17,"['6', '7', '4']"
08161,2008-06-16,"['7', '6', '7']"
08160,2008-06-15,"['7', '4', '9']"
08159,2008-06-14,"['6', '0', '4']"
08158,2008-06-13,"['8', '0', '5']"
08157,2008-06-12,"['7', '4', '9']"
08156,2008-06-11,"['0', '7', '2']"
08155,2008-06-10,"['3', '5', '7']"
08154,2008-06-09,"['9', '1', '0']"
08153,2008-06-08,"['6', '6', '6']"
08152,2008-06-07,"['8', '2', '4']"
08151,2008-06-06,"['6', '7', '3']"
08150,2008-06-05,"['5', '8', '4']"
08149,2008-06-04,"['9', '1', '6']"
08148,2008-06-03,"['2', '9', '4']"
08147,2008-06-02,"['8', '9', '7']"
08146,2008-06-01,"['1', '4', '2']"
08145,2008-05-31,"['0', '2', '4']"
08144,2008-05-30,"['1', '8', '6']"
08143,2008-05-29,"['8', '5', '8']"
08142,2008-05-28,"['6', '7', '2']"
08141,2008-05-27,"['5', '1', '6']"
08140,2008-05-26,"['4', '1', '4']"
08139,2008-05-25,"['7', '5', '9']"
08138,2008-05-24,"['8', '4', '1']"
08137,2008-05-23,"['0', '6', '2']"
08136,2008-05-22,"['4', '6', '7']"
08135,2008-05-21,"['9', '6', '4']"
08134,2008-05-20,"['5', '4', '2']"
08133,2008-05-19,"['2', '8', '6']"
08132,2008-05-18,"['2', '5', '4']"
08131,2008-05-17,"['6', '4', '3']"
08130,2008-05-16,"['8', '0', '8']"
08129,2008-05-15,"['8', '6', '0']"
08128,2008-05-14,"['4', '9', '5']"
08127,2008-05-13,"['8', '6', '1']"
08126,2008-05-12,"['2', '9', '4']"
08125,2008-05-11,"['2', '8', '8']"
08124,2008-05-10,"['1', '0', '9']"
08123,2008-05-09,"['8', '3', '4']"
08122,2008-05-08,"['3', '1', '3']"
08121,2008-05-07,"['1', '1', '8']"
08120,2008-05-06,"['7', '5', '4']"
08119,2008-05-05,"['8', '7', '4']"
08118,2008-05-04,"['1', '7', '7']"
08117,2008-05-03,"['9', '9', '9']"
08116,2008-05-02,"['6', '9', '5']"
08115,2008-05-01,"['8', '8', '8']"
08114,2008-04-30,"['2', '4', '6']"
08113,2008-04-29,"['1', '1', '2']"
08112,2008-04-28,"['4', '7', '6']"
08111,2008-04-27,"['8', '9', '1']"
08110,2008-04-26,"['3', '9', '3']"
08109,2008-04-25,"['5', '1', '8']"
08108,2008-04-24,"['5', '6', '2']"
08107,2008-04-23,"['3', '5', '0']"
08106,2008-04-22,"['0', '9', '0']"
08105,2008-04-21,"['5', '2', '5']"
08104,2008-04-20,"['1', '1', '5']"
08103,2008-04-19,"['2', '6', '2']"
08102,2008-04-18,"['5', '1', '1']"
08101,2008-04-17,"['2', '3', '6']"
08100,2008-04-16,"['7', '5', '7']"
08099,2008-04-15,"['9', '5', '2']"
08098,2008-04-14,"['5', '6', '7']"
08097,2008-04-13,"['9', '2', '1']"
08096,2008-04-12,"['4', '7', '0']"
08095,2008-04-11,"['0', '6', '3']"
08094,2008-04-10,"['5', '9', '9']"
08093,2008-04-09,"['6', '8', '8']"
08092,2008-04-08,"['9', '8', '3']"
08091,2008-04-07,"['6', '4', '0']"
08090,2008-04-06,"['3', '1', '8']"
08089,2008-04-05,"['0', '5', '4']"
08088,2008-04-04,"['4', '5', '6']"
08087,2008-04-03,"['7', '2', '6']"
08086,2008-04-02,"['3', '9', '1']"
08085,2008-04-01,"['0', '1', '0']"
08084,2008-03-31,"['3', '9', '7']"
08083,2008-03-30,"['9', '0', '9']"
08082,2008-03-29,"['4', '6', '7']"
08081,2008-03-28,"['7', '9', '8']"
08080,2008-03-27,"['8', '5', '3']"
08079,2008-03-26,"['7', '3', '7']"
08078,2008-03-25,"['6', '1', '9']"
08077,2008-03-24,"['6', '7', '4']"
08076,2008-03-23,"['8', '2', '6']"
08075,2008-03-22,"['5', '9', '7']"
08074,2008-03-21,"['3', '8', '1']"
08073,2008-03-20,"['8', '2', '4']"
08072,2008-03-19,"['5', '0', '2']"
08071,2008-03-18,"['3', '4', '6']"
08070,2008-03-17,"['7', '3', '8']"
08069,2008-03-16,"['6', '0', '8']"
08068,2008-03-15,"['5', '4', '2']"
08067,2008-03-14,"['9', '2', '1']"
08066,2008-03-13,"['1', '9', '5']"
08065,2008-03-12,"['3', '6', '6']"
08064,2008-03-11,"['6', '4', '8']"
08063,2008-03-10,"['8', '3', '0']"
08062,2008-03-09,"['4', '1', '3']"
08061,2008-03-08,"['4', '3', '8']"
08060,2008-03-07,"['6', '3', '6']"
08059,2008-03-06,"['4', '5', '7']"
08058,2008-03-05,"['6', '7', '7']"
08057,2008-03-04,"['3', '2', '0']"
08056,2008-03-03,"['6', '7', '1']"
08055,2008-03-02,"['4', '0', '0']"
08054,2008-03-01,"['9', '3', '2']"
08053,2008-02-29,"['5', '0', '7']"
08052,2008-02-28,"['2', '8', '0']"
08051,2008-02-27,"['2', '3', '9']"
08050,2008-02-26,"['3', '3', '2']"
08049,2008-02-25,"['5', '2', '3']"
08048,2008-02-24,"['8', '0', '5']"
08047,2008-02-23,"['2', '2', '7']"
08046,2008-02-22,"['8', '0', '5']"
08045,2008-02-21,"['6', '6', '6']"
08044,2008-02-20,"['1', '2', '1']"
